id,pre,post
03AA8.mp4/000301.png,False,False
03AA8.mp4/000405.png,False,True
03AA8.mp4/000427.png,True,True
03AA8.mp4/000453.png,False,True
03AA8.mp4/000475.png,True,True
03AA8.mp4/000615.png,False,True
03AA8.mp4/000641.png,True,True
03D66.mp4/000106.png,False,True
03D66.mp4/000124.png,False,True
03D66.mp4/000022.png,False,True
03D66.mp4/000223.png,True,True
03EW0.mp4/000007.png,True,True
03M0K.mp4/000012.png,True,True
03M0K.mp4/000209.png,True,True
03M0K.mp4/000211.png,False,True
03M0K.mp4/000243.png,False,True
03OQS.mp4/000131.png,False,True
03OQS.mp4/000015.png,False,True
03OQS.mp4/000164.png,False,True
03OQS.mp4/000206.png,True,True
03OQS.mp4/000314.png,False,True
03OQS.mp4/000039.png,False,True
03PRW.mp4/000128.png,False,True
03PRW.mp4/000198.png,False,True
03PRW.mp4/000026.png,False,True
03PRW.mp4/000074.png,False,True
03TL7.mp4/000028.png,False,True
03TL7.mp4/000307.png,True,True
03TL7.mp4/000408.png,False,True
03TL7.mp4/000622.png,True,True
03TL7.mp4/000787.png,False,True
03XSP.mp4/000522.png,False,True
03XSP.mp4/000556.png,False,True
03XSP.mp4/000597.png,False,True
03XSP.mp4/000670.png,False,True
03XSP.mp4/000679.png,True,True
04LAX.mp4/000193.png,True,True
04LAX.mp4/000289.png,True,True
04LAX.mp4/000396.png,False,True
04LAX.mp4/000549.png,False,True
04LAX.mp4/000576.png,True,True
04LAX.mp4/000607.png,True,True
04MTP.mp4/000095.png,False,True
05124.mp4/000381.png,False,True
05124.mp4/000468.png,False,True
05124.mp4/000497.png,True,True
05124.mp4/000552.png,False,True
05124.mp4/000741.png,True,True
05124.mp4/000092.png,False,True
05GIA.mp4/000111.png,False,True
05GIA.mp4/000157.png,True,True
05GIA.mp4/000202.png,False,True
05GIA.mp4/000219.png,False,True
05WY6.mp4/000668.png,False,True
05WY6.mp4/000072.png,False,True
05ZNF.mp4/000177.png,True,True
05ZNF.mp4/000305.png,True,True
05ZNF.mp4/000548.png,True,True
05ZNF.mp4/000594.png,True,True
05ZNF.mp4/000619.png,False,True
05ZNF.mp4/000642.png,True,True
05ZNF.mp4/000690.png,True,True
069GJ.mp4/000369.png,False,True
069GJ.mp4/000421.png,False,True
06CKN.mp4/000180.png,True,True
06CKN.mp4/000192.png,True,True
06CKN.mp4/000298.png,False,True
06CKN.mp4/000318.png,False,True
06CKN.mp4/000371.png,True,True
06CKN.mp4/000417.png,False,True
06EDS.mp4/000222.png,False,True
06EDS.mp4/000663.png,False,True
06EDS.mp4/000705.png,True,True
06II2.mp4/000017.png,False,True
06II2.mp4/000517.png,True,True
06II2.mp4/000082.png,True,True
06L9P.mp4/000043.png,True,True
06L9P.mp4/000441.png,True,False
06L9P.mp4/000594.png,True,False
06L9P.mp4/000599.png,False,True
06LBQ.mp4/000216.png,False,True
06LBQ.mp4/000645.png,False,True
06LBQ.mp4/000664.png,True,True
06LBQ.mp4/000870.png,True,True
06NUT.mp4/000472.png,False,True
06OKE.mp4/000016.png,True,True
06OKE.mp4/000226.png,True,True
06OKE.mp4/000238.png,False,True
06OKE.mp4/000281.png,False,True
06OKE.mp4/000294.png,False,True
06OKE.mp4/000403.png,False,True
06X2V.mp4/000176.png,False,True
06X2V.mp4/000024.png,False,True
06X2V.mp4/000293.png,True,True
06X2V.mp4/000436.png,False,True
06X2V.mp4/000493.png,False,True
06X2V.mp4/000512.png,True,True
06X2V.mp4/000672.png,True,False
07AWM.mp4/000218.png,False,True
07AWM.mp4/000307.png,False,True
07BSH.mp4/000433.png,True,True
07BSH.mp4/000567.png,False,True
07BSH.mp4/000605.png,False,True
07BSH.mp4/000778.png,True,True
07BSH.mp4/000082.png,False,True
07LG5.mp4/000171.png,False,True
07LG5.mp4/000236.png,False,True
07LG5.mp4/000329.png,False,True
07LG5.mp4/000359.png,False,True
07LG5.mp4/000427.png,False,True
07LG5.mp4/000586.png,False,True
07LG5.mp4/000705.png,True,True
07LG5.mp4/000086.png,True,True
07QNG.mp4/001124.png,False,True
07QNG.mp4/000232.png,False,True
07QNG.mp4/000034.png,False,True
07QNG.mp4/000572.png,True,True
07QNG.mp4/000590.png,True,True
07QNG.mp4/000066.png,False,True
07QNG.mp4/000661.png,False,True
07QNG.mp4/000667.png,False,True
07QNG.mp4/000694.png,False,True
07QNG.mp4/000708.png,True,True
07QNG.mp4/000828.png,True,True
07QNG.mp4/000974.png,True,True
07RDG.mp4/000116.png,True,True
07RDG.mp4/000024.png,False,True
07RDG.mp4/000036.png,False,True
07TCM.mp4/000103.png,False,True
07TCM.mp4/000211.png,False,True
07TCM.mp4/000323.png,False,True
07TCM.mp4/000329.png,False,True
07TCM.mp4/000388.png,False,False
07TCM.mp4/000509.png,False,True
081WM.mp4/000108.png,False,True
081WM.mp4/000464.png,False,True
08AQS.mp4/000626.png,False,True
08AQS.mp4/000858.png,False,True
08AQS.mp4/000870.png,False,True
08EPO.mp4/000279.png,True,True
08EPO.mp4/000310.png,True,True
08F85.mp4/000242.png,True,True
08F85.mp4/000326.png,True,True
08F85.mp4/000429.png,False,True
08F85.mp4/000618.png,False,True
08F85.mp4/000767.png,True,True
08KKF.mp4/000017.png,False,True
08LOY.mp4/000174.png,False,True
08LOY.mp4/000223.png,False,True
08LOY.mp4/000252.png,False,False
08LOY.mp4/000376.png,False,True
08QQS.mp4/000242.png,False,True
08QQS.mp4/000285.png,False,False
08QQS.mp4/000373.png,False,False
08QQS.mp4/000416.png,False,False
08QQS.mp4/000448.png,False,False
08QQS.mp4/000626.png,False,False
08QQS.mp4/000700.png,False,False
08XNM.mp4/000272.png,False,True
08XNM.mp4/000371.png,False,True
08Y62.mp4/000277.png,True,True
099Y1.mp4/000291.png,False,True
099Y1.mp4/000345.png,False,True
099Y1.mp4/000400.png,False,True
099Y1.mp4/000482.png,False,False
099Y1.mp4/000576.png,True,True
099Y1.mp4/000596.png,True,True
099Y1.mp4/000684.png,True,True
099Y1.mp4/000717.png,True,True
099Y1.mp4/000089.png,False,True
09AT0.mp4/000110.png,False,True
09AT0.mp4/000138.png,False,True
09AT0.mp4/000325.png,True,True
09AT0.mp4/000073.png,True,True
09F15.mp4/000031.png,False,True
09F15.mp4/000068.png,False,True
09QI0.mp4/000128.png,True,True
09W8V.mp4/000314.png,False,True
09W8V.mp4/000474.png,False,True
09W8V.mp4/000526.png,True,True
0A8CF.mp4/000483.png,True,False
0A8CF.mp4/000751.png,True,True
0A8CF.mp4/000770.png,True,True
0A8CF.mp4/000083.png,False,True
0A8ZT.mp4/000160.png,True,True
0A8ZT.mp4/000334.png,True,True
0A8ZT.mp4/000374.png,False,True
0A8ZT.mp4/000387.png,False,True
0A8ZT.mp4/000399.png,False,True
0A8ZT.mp4/000087.png,True,True
0ACZ8.mp4/000386.png,False,False
0ACZ8.mp4/000008.png,True,True
0AGCS.mp4/000261.png,False,True
0AGCS.mp4/000365.png,False,False
0AGCS.mp4/000435.png,True,True
0AGCS.mp4/000482.png,False,True
0AGCS.mp4/000528.png,True,True
0AGCS.mp4/000053.png,False,True
0AMBV.mp4/000128.png,True,True
0AMBV.mp4/000218.png,True,True
0AYPZ.mp4/000291.png,True,True
0BH84.mp4/000236.png,False,True
0BH84.mp4/000372.png,False,True
0BH84.mp4/000476.png,False,True
0BLSL.mp4/000125.png,False,True
0BLSL.mp4/000175.png,True,True
0BLSL.mp4/000026.png,True,True
0BLSL.mp4/000446.png,True,True
0BNML.mp4/000500.png,True,True
0BNML.mp4/000595.png,True,True
0BNML.mp4/000629.png,True,True
0BNML.mp4/000713.png,True,True
0BNML.mp4/000072.png,True,True
0BNML.mp4/000752.png,True,True
0BNML.mp4/000800.png,False,False
0BNML.mp4/000827.png,True,True
0BWYH.mp4/000025.png,False,True
0BWYH.mp4/000069.png,True,True
0BX9N.mp4/000103.png,False,True
0BX9N.mp4/000119.png,False,True
0BX9N.mp4/000148.png,False,True
0BX9N.mp4/000030.png,False,True
0BX9N.mp4/000031.png,False,True
0BX9N.mp4/000384.png,False,True
0BX9N.mp4/000401.png,False,True
0BX9N.mp4/000523.png,False,True
0BXRP.mp4/000105.png,False,True
0BXRP.mp4/000147.png,True,True
0BXRP.mp4/000198.png,False,True
0BXRP.mp4/000021.png,False,True
0BXRP.mp4/000239.png,True,True
0BXRP.mp4/000318.png,False,True
0BXRP.mp4/000332.png,True,True
0BXRP.mp4/000483.png,False,True
0BXRP.mp4/000564.png,False,True
0BXRP.mp4/000060.png,True,True
0BZAD.mp4/000180.png,False,True
0BZAD.mp4/000215.png,False,True
0BZAD.mp4/000253.png,False,True
0BZAD.mp4/000566.png,False,True
0BZAD.mp4/000703.png,False,False
0BZAD.mp4/000785.png,True,True
0C5IQ.mp4/000012.png,True,True
0C5IQ.mp4/000269.png,True,True
0C5IQ.mp4/000035.png,False,True
0CESB.mp4/000492.png,True,True
0CESB.mp4/000498.png,True,True
0CESB.mp4/000565.png,True,True
0CFQV.mp4/000111.png,True,True
0CFQV.mp4/000046.png,False,True
0CFQV.mp4/000007.png,True,True
0CG15.mp4/000160.png,False,True
0CG15.mp4/000288.png,True,True
0CG15.mp4/000336.png,False,True
0CG15.mp4/000384.png,True,True
0CG15.mp4/000070.png,True,True
0CGMQ.mp4/000236.png,False,True
0CGMQ.mp4/000346.png,False,True
0CGMQ.mp4/000393.png,False,False
0CGMQ.mp4/000435.png,False,True
0CGMQ.mp4/000660.png,True,True
0CGMQ.mp4/000942.png,True,True
0CQL8.mp4/000135.png,False,True
0CQL8.mp4/000211.png,True,True
0CQL8.mp4/000027.png,True,True
0CQL8.mp4/000487.png,False,True
0CQL8.mp4/000655.png,False,True
0CVZN.mp4/000018.png,True,True
0CX32.mp4/000103.png,True,True
0CX32.mp4/000125.png,True,True
0CX32.mp4/000014.png,False,True
0CX32.mp4/000158.png,False,True
0CX32.mp4/000175.png,True,True
0CX32.mp4/000196.png,True,True
0CX32.mp4/000308.png,False,True
0CX32.mp4/000422.png,False,True
0CX32.mp4/000497.png,False,True
0CX32.mp4/000571.png,True,True
0CX32.mp4/000068.png,False,True
0CX32.mp4/000085.png,True,True
0D5I8.mp4/000440.png,True,True
0D5I8.mp4/000526.png,True,True
0D5JP.mp4/000334.png,False,True
0DAO5.mp4/000181.png,True,True
0DAO5.mp4/000265.png,False,True
0DAO5.mp4/000422.png,True,False
0DAO5.mp4/000529.png,True,True
0DAO5.mp4/000084.png,False,True
0DBQD.mp4/000016.png,False,True
0DBQD.mp4/000277.png,True,True
0DD62.mp4/000140.png,False,True
0DD62.mp4/000152.png,False,True
0DD62.mp4/000021.png,True,True
0DD62.mp4/000261.png,False,True
0DD62.mp4/000061.png,False,True
0DDYA.mp4/000105.png,True,True
0DDYA.mp4/000200.png,True,True
0DDYA.mp4/000633.png,False,True
0DDYA.mp4/000884.png,True,True
0DJ6R.mp4/000210.png,True,True
0DVVD.mp4/000119.png,False,True
0DVVD.mp4/000218.png,False,False
0DVVD.mp4/000035.png,False,True
0DVVD.mp4/000561.png,False,True
0DVVD.mp4/000096.png,True,True
0DY8C.mp4/000126.png,True,True
0DY8C.mp4/000019.png,False,True
0E6H9.mp4/000192.png,True,True
0E6H9.mp4/000276.png,False,True
0E6H9.mp4/000447.png,False,True
0E6H9.mp4/000699.png,True,True
0E6H9.mp4/000093.png,False,True
0EGNU.mp4/000196.png,True,True
0EGNU.mp4/000221.png,False,True
0EGNU.mp4/000264.png,False,True
0EGNU.mp4/000339.png,True,True
0EGNU.mp4/000393.png,False,True
0EGNU.mp4/000418.png,False,True
0EGNU.mp4/000042.png,False,True
0EGNU.mp4/000047.png,False,True
0EGNU.mp4/000589.png,True,True
0EGNU.mp4/000756.png,False,True
0EGNU.mp4/000792.png,True,True
0EJAG.mp4/000019.png,False,True
0EJAG.mp4/000260.png,True,True
0EJAG.mp4/000309.png,True,True
0EJAG.mp4/000054.png,False,True
0ET8W.mp4/000221.png,False,True
0ETKN.mp4/000152.png,True,True
0F0WE.mp4/000103.png,True,True
0F0WE.mp4/000208.png,True,True
0F0WE.mp4/000395.png,True,True
0F0WE.mp4/000512.png,True,True
0F0WE.mp4/000533.png,False,True
0F0WE.mp4/000597.png,False,True
0F0WE.mp4/000613.png,False,True
0F0WE.mp4/000651.png,True,True
0F1VF.mp4/000011.png,False,True
0F1VF.mp4/000117.png,False,False
0F1VF.mp4/000014.png,False,True
0F1VF.mp4/000143.png,False,True
0F1VF.mp4/000157.png,False,True
0F1VF.mp4/000166.png,True,True
0F1VF.mp4/000031.png,False,True
0F1VF.mp4/000390.png,True,True
0F1VF.mp4/000040.png,True,True
0F1VF.mp4/000051.png,False,True
0F453.mp4/000321.png,False,True
0F453.mp4/000033.png,False,True
0F7LW.mp4/000107.png,False,True
0F7LW.mp4/000119.png,False,False
0F7LW.mp4/000132.png,False,True
0F7LW.mp4/000151.png,False,True
0F7LW.mp4/000039.png,True,False
0F7LW.mp4/000004.png,False,True
0F7LW.mp4/000078.png,False,True
0F7LW.mp4/000009.png,False,True
0FC0N.mp4/000366.png,True,True
0FC0N.mp4/000508.png,False,True
0FC0N.mp4/000522.png,False,False
0FC0N.mp4/000572.png,False,True
0FC0N.mp4/000618.png,False,True
0FC0N.mp4/000803.png,False,True
0FC0N.mp4/000846.png,False,True
0FJSU.mp4/000037.png,False,True
0FM93.mp4/000114.png,False,True
0FM93.mp4/000511.png,True,False
0FM93.mp4/000669.png,False,False
0FO58.mp4/000324.png,False,True
0FO58.mp4/000350.png,False,True
0FVYR.mp4/000018.png,False,True
0FVYR.mp4/000324.png,True,True
0FVYR.mp4/000390.png,True,True
0FVYR.mp4/000451.png,True,True
0FVYR.mp4/000553.png,False,True
0FVYR.mp4/000594.png,False,True
0FVYR.mp4/000671.png,False,True
0G0YF.mp4/000162.png,False,True
0G0YF.mp4/000386.png,False,True
0G0YF.mp4/000446.png,False,False
0G2SC.mp4/000314.png,True,True
0G2SC.mp4/000361.png,False,True
0G2SC.mp4/000480.png,True,True
0G2SC.mp4/000522.png,False,True
0G2SC.mp4/000535.png,True,True
0G2SC.mp4/000556.png,True,True
0GFE8.mp4/000332.png,True,True
0GFE8.mp4/000040.png,True,True
0GH5O.mp4/000016.png,False,True
0GH5O.mp4/000217.png,False,True
0GH5O.mp4/000435.png,False,True
0GH5O.mp4/000051.png,False,True
0GH5O.mp4/000074.png,False,True
0GR11.mp4/000185.png,True,True
0GR11.mp4/000304.png,True,True
0GR11.mp4/000425.png,True,True
0GR11.mp4/000478.png,False,True
0GR11.mp4/000501.png,False,True
0GR11.mp4/000511.png,False,True
0GR11.mp4/000538.png,False,True
0GR11.mp4/000546.png,False,False
0GR11.mp4/000577.png,False,True
0GYRH.mp4/000013.png,False,True
0GYRH.mp4/000384.png,True,True
0GYRH.mp4/000452.png,True,True
0GYRH.mp4/000540.png,False,True
0H04V.mp4/000017.png,False,True
0H04V.mp4/000439.png,True,True
0H04V.mp4/000701.png,True,True
0H04V.mp4/000870.png,False,True
0H5VC.mp4/000434.png,True,True
0H5VC.mp4/000477.png,True,True
0H5VC.mp4/000494.png,False,True
0H5VC.mp4/000512.png,True,True
0H5VC.mp4/000601.png,False,False
0H5VC.mp4/000627.png,True,True
0H5VC.mp4/000660.png,True,True
0H5VC.mp4/000668.png,False,False
0HD0T.mp4/000303.png,True,True
0HD0T.mp4/000405.png,False,True
0HD0T.mp4/000455.png,False,True
0HD0T.mp4/000560.png,True,False
0HD9F.mp4/000108.png,True,True
0HD9F.mp4/000266.png,False,True
0HD9F.mp4/000308.png,True,True
0HD9F.mp4/000603.png,True,True
0HGNK.mp4/000010.png,False,True
0HGNK.mp4/000190.png,False,True
0HGNK.mp4/000198.png,True,True
0HGNK.mp4/000028.png,True,True
0HGNK.mp4/000690.png,True,True
0HR01.mp4/000145.png,False,True
0HR01.mp4/000185.png,False,True
0HR01.mp4/000372.png,False,False
0HR01.mp4/000452.png,False,True
0HR01.mp4/000061.png,True,True
0HV07.mp4/000112.png,False,True
0HV07.mp4/000119.png,True,True
0HV07.mp4/000167.png,False,True
0HV07.mp4/000170.png,False,True
0HV07.mp4/000022.png,False,True
0HV07.mp4/000026.png,False,True
0HV07.mp4/000036.png,False,True
0HV07.mp4/000058.png,False,True
0HV07.mp4/000080.png,False,False
0HV07.mp4/000009.png,False,True
0HV07.mp4/000099.png,False,True
0HVVN.mp4/000510.png,True,True
0HVVN.mp4/000594.png,True,True
0HVVN.mp4/000624.png,True,True
0HVVN.mp4/000651.png,True,True
0I0FX.mp4/000013.png,True,True
0I0FX.mp4/000169.png,False,True
0I0FX.mp4/000350.png,False,False
0I0FX.mp4/000732.png,False,False
0I0FX.mp4/000756.png,False,True
0I1S5.mp4/000113.png,False,True
0I1S5.mp4/000155.png,False,True
0I1S5.mp4/000397.png,True,True
0I1S5.mp4/000504.png,True,True
0I1S5.mp4/000079.png,True,True
0IAGO.mp4/000106.png,False,True
0IAGO.mp4/000124.png,False,True
0IAGO.mp4/000015.png,False,True
0IAGO.mp4/000222.png,True,True
0IAGO.mp4/000243.png,False,False
0IAGO.mp4/000295.png,False,True
0IAGO.mp4/000369.png,False,True
0IAGO.mp4/000375.png,False,False
0IAGO.mp4/000412.png,False,True
0IAGO.mp4/000042.png,True,True
0IAGO.mp4/000434.png,False,True
0IAGO.mp4/000628.png,False,True
0IAGO.mp4/000097.png,False,True
0IFCL.mp4/000013.png,True,True
0IFCL.mp4/000060.png,True,True
0IFCL.mp4/000930.png,False,True
0IISQ.mp4/000448.png,True,True
0IJ8T.mp4/000122.png,False,True
0IJ8T.mp4/000411.png,False,True
0IKE9.mp4/000420.png,True,True
0IKE9.mp4/000440.png,True,True
0IKE9.mp4/000474.png,True,True
0IKE9.mp4/000725.png,False,True
0IU3G.mp4/000109.png,False,True
0IU3G.mp4/000286.png,True,True
0IU3G.mp4/000339.png,False,True
0IU3G.mp4/000498.png,False,True
0J1AQ.mp4/000108.png,True,True
0J1AQ.mp4/000274.png,True,True
0J1AQ.mp4/000303.png,False,True
0J1AQ.mp4/000362.png,True,True
0J1AQ.mp4/000364.png,True,True
0J1AQ.mp4/000075.png,False,True
0J1AQ.mp4/000932.png,True,True
0J1AQ.mp4/000981.png,True,True
0J1BT.mp4/000157.png,True,True
0J1BT.mp4/000178.png,False,True
0J1BT.mp4/000255.png,False,False
0J1BT.mp4/000090.png,True,True
0J471.mp4/000157.png,False,False
0J471.mp4/000219.png,True,True
0J5T4.mp4/000166.png,False,True
0J5T4.mp4/000181.png,False,True
0J5T4.mp4/000276.png,False,False
0J5T4.mp4/000417.png,False,True
0J5T4.mp4/000043.png,False,True
0J5T4.mp4/000575.png,False,True
0J5T4.mp4/000084.png,False,True
0J5T4.mp4/000939.png,True,True
0JA9E.mp4/000159.png,False,False
0JA9E.mp4/000192.png,False,False
0JA9E.mp4/000212.png,False,True
0JA9E.mp4/000318.png,True,True
0JA9E.mp4/000044.png,False,True
0JA9E.mp4/000588.png,True,True
0JA9E.mp4/000074.png,False,True
0JB3D.mp4/000116.png,False,True
0JB3D.mp4/000160.png,True,True
0JB3D.mp4/000019.png,True,True
0JB3D.mp4/000204.png,True,True
0JB3D.mp4/000599.png,True,True
0JB3D.mp4/000635.png,False,True
0JB3D.mp4/000656.png,False,True
0JB3D.mp4/000671.png,False,True
0JB3D.mp4/000672.png,False,True
0JB3D.mp4/000694.png,False,True
0JB3D.mp4/000093.png,False,True
0JHMW.mp4/000127.png,True,True
0JHMW.mp4/000200.png,False,True
0JHMW.mp4/000026.png,True,True
0JJIY.mp4/000111.png,True,True
0JJIY.mp4/000379.png,True,True
0JJIY.mp4/000418.png,True,True
0JP8Q.mp4/000071.png,False,True
0JQ26.mp4/000058.png,False,True
0JXN3.mp4/000109.png,False,True
0K0LP.mp4/000014.png,False,True
0K0LP.mp4/000242.png,False,True
0K0LP.mp4/000310.png,True,True
0K0LP.mp4/000409.png,False,False
0KER3.mp4/000015.png,False,True
0KER3.mp4/000213.png,False,True
0KER3.mp4/000298.png,True,True
0KER3.mp4/000346.png,False,True
0KER3.mp4/000484.png,False,True
0KEZF.mp4/000301.png,True,True
0KISF.mp4/000126.png,True,True
0KISF.mp4/000047.png,False,True
0KTWY.mp4/000104.png,False,True
0KTWY.mp4/000122.png,True,True
0KTWY.mp4/000137.png,False,True
0KTWY.mp4/000015.png,False,True
0KTWY.mp4/000187.png,True,True
0KTWY.mp4/000205.png,True,True
0KTWY.mp4/000032.png,True,True
0KTWY.mp4/000048.png,False,True
0KZYF.mp4/000182.png,True,True
0KZYF.mp4/000029.png,False,True
0KZYF.mp4/000311.png,True,True
0KZYF.mp4/000350.png,False,True
0KZYF.mp4/000086.png,True,True
0L0KS.mp4/000016.png,False,True
0L0KS.mp4/000353.png,True,True
0L0KS.mp4/000402.png,True,False
0LDN3.mp4/000013.png,False,True
0LDN3.mp4/000141.png,False,True
0LDN3.mp4/000151.png,False,True
0LDN3.mp4/000158.png,False,True
0LDN3.mp4/000166.png,True,True
0LDN3.mp4/000220.png,False,True
0LDN3.mp4/000059.png,False,True
0LDN3.mp4/000084.png,True,True
0LHWF.mp4/000121.png,False,True
0LHWF.mp4/000207.png,True,True
0LHWF.mp4/000218.png,True,False
0LHWF.mp4/000031.png,False,True
0LHWF.mp4/000042.png,True,True
0LHWF.mp4/000007.png,False,True
0LHWF.mp4/000096.png,False,False
0LNLR.mp4/000248.png,False,True
0LNLR.mp4/000516.png,True,True
0LNLR.mp4/000057.png,True,True
0M0T4.mp4/000310.png,False,True
0M0T4.mp4/000320.png,False,True
0M0T4.mp4/000066.png,False,True
0M0T4.mp4/000092.png,False,False
0M1X0.mp4/000197.png,True,True
0M1ZU.mp4/000011.png,False,True
0M1ZU.mp4/000020.png,False,True
0M1ZU.mp4/000048.png,False,True
0M2DO.mp4/000159.png,True,True
0M2DO.mp4/000412.png,False,True
0M2DO.mp4/000464.png,True,True
0M2DO.mp4/000543.png,False,True
0M6IY.mp4/000271.png,True,True
0M6IY.mp4/000404.png,False,False
0M6IY.mp4/000638.png,True,True
0M6IY.mp4/000705.png,False,True
0M6IY.mp4/000723.png,False,True
0M6IY.mp4/000759.png,False,True
0M7YH.mp4/000180.png,False,False
0M7YH.mp4/000078.png,False,True
0M7YH.mp4/000867.png,False,False
0M9ZO.mp4/000011.png,False,True
0M9ZO.mp4/000126.png,False,True
0M9ZO.mp4/000015.png,True,True
0M9ZO.mp4/000171.png,False,False
0M9ZO.mp4/000229.png,False,True
0M9ZO.mp4/000258.png,False,True
0M9ZO.mp4/000313.png,False,True
0M9ZO.mp4/000457.png,True,True
0M9ZO.mp4/000053.png,True,True
0MDYC.mp4/000145.png,True,True
0MDYC.mp4/000056.png,True,True
